split,sample_index,cyclone_id,t_zero,missing_input_flag,noncausal_input_flag,affected_features,synthetic_target_flag,quality_status,quality_detail
train,45,2013281N12098,2013-10-09 00:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,46,2013281N12098,2013-10-09 03:00:00,False,False,none,False,CLEAN,CLEAN
train,47,2013281N12098,2013-10-09 06:00:00,False,False,none,False,CLEAN,CLEAN
train,48,2013281N12098,2013-10-09 09:00:00,False,False,none,False,CLEAN,CLEAN
train,49,2013281N12098,2013-10-09 12:00:00,False,False,none,False,CLEAN,CLEAN
train,50,2013281N12098,2013-10-09 15:00:00,False,False,none,False,CLEAN,CLEAN
train,51,2013281N12098,2013-10-09 18:00:00,False,False,none,False,CLEAN,CLEAN
train,52,2013281N12098,2013-10-09 21:00:00,False,False,none,False,CLEAN,CLEAN
train,53,2013281N12098,2013-10-10 00:00:00,False,False,none,False,CLEAN,CLEAN
train,54,2013281N12098,2013-10-10 03:00:00,False,False,none,False,CLEAN,CLEAN
train,55,2013281N12098,2013-10-10 06:00:00,False,False,none,False,CLEAN,CLEAN
train,56,2013281N12098,2013-10-10 09:00:00,False,False,none,False,CLEAN,CLEAN
train,57,2013281N12098,2013-10-10 12:00:00,False,False,none,False,CLEAN,CLEAN
train,58,2013281N12098,2013-10-10 15:00:00,False,False,none,False,CLEAN,CLEAN
train,59,2013281N12098,2013-10-10 18:00:00,False,False,none,False,CLEAN,CLEAN
train,60,2013281N12098,2013-10-10 21:00:00,False,False,none,False,CLEAN,CLEAN
train,61,2013281N12098,2013-10-11 00:00:00,False,False,none,False,CLEAN,CLEAN
train,62,2013281N12098,2013-10-11 03:00:00,False,False,none,False,CLEAN,CLEAN
train,63,2013281N12098,2013-10-11 06:00:00,False,False,none,False,CLEAN,CLEAN
train,64,2013281N12098,2013-10-11 09:00:00,False,False,none,False,CLEAN,CLEAN
train,65,2013281N12098,2013-10-11 12:00:00,False,False,none,False,CLEAN,CLEAN
train,66,2013281N12098,2013-10-11 15:00:00,False,False,none,False,CLEAN,CLEAN
train,67,2013281N12098,2013-10-11 18:00:00,False,False,none,False,CLEAN,CLEAN
train,68,2013281N12098,2013-10-11 21:00:00,False,False,none,False,CLEAN,CLEAN
train,69,2013281N12098,2013-10-12 00:00:00,False,False,none,False,CLEAN,CLEAN
train,70,2013281N12098,2013-10-12 03:00:00,False,False,none,False,CLEAN,CLEAN
train,71,2013281N12098,2013-10-12 06:00:00,False,False,none,False,CLEAN,CLEAN
train,72,2013281N12098,2013-10-12 09:00:00,False,False,none,False,CLEAN,CLEAN
train,73,2013281N12098,2013-10-12 12:00:00,False,False,none,False,CLEAN,CLEAN
train,74,2013281N12098,2013-10-12 15:00:00,False,False,none,False,CLEAN,CLEAN
train,75,2013281N12098,2013-10-12 18:00:00,True,True,sst,False,NON_CAUSAL_RISK,MISSING_ENVIRONMENTAL_DATA
train,76,2013281N12098,2013-10-12 21:00:00,True,True,sst,False,NON_CAUSAL_RISK,MISSING_ENVIRONMENTAL_DATA
train,77,2013281N12098,2013-10-13 00:00:00,True,True,sst,False,NON_CAUSAL_RISK,MISSING_ENVIRONMENTAL_DATA
train,78,2013281N12098,2013-10-13 03:00:00,True,True,sst,False,NON_CAUSAL_RISK,MISSING_ENVIRONMENTAL_DATA
train,79,2013281N12098,2013-10-13 06:00:00,True,True,sst,False,NON_CAUSAL_RISK,MISSING_ENVIRONMENTAL_DATA
train,80,2013305N07141,2013-11-02 06:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,81,2013305N07141,2013-11-02 09:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,82,2013305N07141,2013-11-02 12:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,83,2013305N07141,2013-11-02 15:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,84,2013305N07141,2013-11-02 18:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,85,2013305N07141,2013-11-02 21:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,86,2013305N07141,2013-11-03 00:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,87,2013305N07141,2013-11-03 03:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,88,2013305N07141,2013-11-03 06:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,89,2013305N07141,2013-11-03 09:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,90,2013305N07141,2013-11-03 12:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,91,2013305N07141,2013-11-03 15:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,92,2013305N07141,2013-11-03 18:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,93,2013305N07141,2013-11-03 21:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,94,2013305N07141,2013-11-04 00:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,95,2013305N07141,2013-11-04 03:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,96,2013305N07141,2013-11-04 06:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,97,2013305N07141,2013-11-04 09:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,98,2013305N07141,2013-11-04 12:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,99,2013305N07141,2013-11-04 15:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,100,2013305N07141,2013-11-04 18:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,101,2013305N07141,2013-11-04 21:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,102,2013305N07141,2013-11-05 00:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,103,2013305N07141,2013-11-05 03:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,104,2013305N07141,2013-11-05 06:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,105,2013305N07141,2013-11-05 09:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,106,2013305N07141,2013-11-05 12:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,107,2013305N07141,2013-11-05 15:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,108,2013305N07141,2013-11-05 18:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,109,2013305N07141,2013-11-05 21:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,110,2013305N07141,2013-11-06 00:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,111,2013305N07141,2013-11-06 03:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,112,2013305N07141,2013-11-06 06:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,113,2013305N07141,2013-11-06 09:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,114,2013305N07141,2013-11-06 12:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,115,2013305N07141,2013-11-06 15:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,116,2013305N07141,2013-11-06 18:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,117,2013305N07141,2013-11-06 21:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,118,2013305N07141,2013-11-07 00:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,119,2013305N07141,2013-11-07 03:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,120,2013305N07141,2013-11-07 06:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,121,2013305N07141,2013-11-07 09:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,122,2013305N07141,2013-11-07 12:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,123,2013305N07141,2013-11-07 15:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,124,2013305N07141,2013-11-07 18:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,125,2013305N07141,2013-11-07 21:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,126,2013305N07141,2013-11-08 00:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,127,2013305N07141,2013-11-08 03:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,128,2013305N07141,2013-11-08 06:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,129,2013305N07141,2013-11-08 09:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,130,2013305N07141,2013-11-08 12:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,131,2013305N07141,2013-11-08 15:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,132,2013305N07141,2013-11-08 18:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,133,2013305N07141,2013-11-08 21:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,134,2013305N07141,2013-11-09 00:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,135,2013305N07141,2013-11-09 03:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,136,2013305N07141,2013-11-09 06:00:00,True,True,pressure|sst|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,137,2013305N07141,2013-11-09 09:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,138,2013305N07141,2013-11-09 12:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,139,2013305N07141,2013-11-09 15:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,140,2013305N07141,2013-11-09 18:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,141,2013305N07141,2013-11-09 21:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,142,2013305N07141,2013-11-10 00:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,143,2013305N07141,2013-11-10 03:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,144,2013305N07141,2013-11-10 06:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,145,2013305N07141,2013-11-10 09:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,146,2013305N07141,2013-11-10 12:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,147,2013305N07141,2013-11-10 15:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,148,2013305N07141,2013-11-10 18:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,149,2013305N07141,2013-11-10 21:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,150,2013305N07141,2013-11-11 00:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,151,2013305N07141,2013-11-11 03:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,152,2013305N07141,2013-11-11 06:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,153,2013305N07141,2013-11-11 09:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,154,2013305N07141,2013-11-11 12:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,155,2013305N07141,2013-11-11 15:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,156,2013305N07141,2013-11-11 18:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,157,2013305N07141,2013-11-11 21:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@24h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,158,2013305N07141,2013-11-12 00:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,159,2013305N07141,2013-11-12 03:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,160,2013305N07141,2013-11-12 06:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,161,2013305N07141,2013-11-12 09:00:00,True,True,pressure|wind_speed|wind_speed@12h|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,162,2013305N07141,2013-11-12 12:00:00,True,True,pressure|wind_speed|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,163,2013305N07141,2013-11-12 15:00:00,True,True,pressure|wind_speed|wind_speed@6h,True,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,164,2013305N07141,2013-11-12 18:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,165,2013305N07141,2013-11-12 21:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,166,2013305N07141,2013-11-13 00:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,167,2013305N07141,2013-11-13 03:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,168,2013305N07141,2013-11-13 06:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,169,2013305N07141,2013-11-13 09:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,170,2013305N07141,2013-11-13 12:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,171,2013305N07141,2013-11-13 15:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,172,2013305N07141,2013-11-13 18:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,173,2013305N07141,2013-11-13 21:00:00,True,True,pressure|wind_speed,False,NON_CAUSAL_RISK,NON_CAUSAL_RISK_MISSING_CORE
train,174,2013305N07141,2013-11-14 00:00:00,False,False,none,False,CLEAN,CLEAN
train,175,2013305N07141,2013-11-14 03:00:00,False,False,none,False,CLEAN,CLEAN
train,176,2013305N07141,2013-11-14 06:00:00,False,False,none,False,CLEAN,CLEAN
train,177,2013305N07141,2013-11-14 09:00:00,False,False,none,False,CLEAN,CLEAN
train,178,2013305N07141,2013-11-14 12:00:00,False,False,none,False,CLEAN,CLEAN
train,179,2013305N07141,2013-11-14 15:00:00,False,False,none,False,CLEAN,CLEAN
train,180,2013305N07141,2013-11-14 18:00:00,False,False,none,False,CLEAN,CLEAN
