crop_id,filename,crop_path,cyclone_name,season,cyclone_unique_id,split,timestamp,latitude,longitude,wind_speed_kmh,category,structural_pattern,cyclone_detected
11,mosdac_AMPHAN_2020_0011_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0011_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 06:00:00 UTC,9.69,86.55,127.4,Very Severe Cyclonic Storm,eye_visible,True
12,mosdac_AMPHAN_2020_0012_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0012_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 09:00:00 UTC,9.8,86.49,139.0,Very Severe Cyclonic Storm,eye_visible,True
13,mosdac_AMPHAN_2020_0013_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0013_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 12:00:00 UTC,9.91,86.42,142.0,Very Severe Cyclonic Storm,eye_visible,True
14,mosdac_AMPHAN_2020_0014_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0014_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 15:00:00 UTC,10.07,86.31,141.3,Very Severe Cyclonic Storm,eye_visible,True
15,mosdac_AMPHAN_2020_0015_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0015_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 18:00:00 UTC,10.21,86.21,145.4,Very Severe Cyclonic Storm,eye_visible,True
16,mosdac_AMPHAN_2020_0016_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0016_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 21:00:00 UTC,10.31,86.15,149.9,Very Severe Cyclonic Storm,eye_visible,True
17,mosdac_AMPHAN_2020_0017_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0017_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 00:00:00 UTC,10.42,86.1,155.3,Very Severe Cyclonic Storm,eye_visible,True
18,mosdac_AMPHAN_2020_0018_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0018_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 03:00:00 UTC,10.52,86.09,161.6,Very Severe Cyclonic Storm,eye_visible,True
19,mosdac_AMPHAN_2020_0019_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0019_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 06:00:00 UTC,10.61,86.09,165.5,Very Severe Cyclonic Storm,eye_visible,True
20,mosdac_AMPHAN_2020_0020_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0020_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-11 09:00:00 UTC,10.65,86.13,168.9,Extremely Severe Cyclonic Storm,eye_visible,True
21,mosdac_AMPHAN_2020_0021_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0021_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 12:00:00 UTC,10.71,86.15,176.1,Extremely Severe Cyclonic Storm,eye_visible,True
22,mosdac_AMPHAN_2020_0022_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0022_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 15:00:00 UTC,10.81,86.09,176.9,Extremely Severe Cyclonic Storm,eye_visible,True
23,mosdac_AMPHAN_2020_0023_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0023_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 18:00:00 UTC,10.89,86.04,182.7,Extremely Severe Cyclonic Storm,eye_visible,True
24,mosdac_AMPHAN_2020_0024_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0024_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 21:00:00 UTC,10.94,86.03,187.9,Extremely Severe Cyclonic Storm,eye_visible,True
25,mosdac_AMPHAN_2020_0025_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0025_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 00:00:00 UTC,10.99,86.03,193.1,Extremely Severe Cyclonic Storm,eye_visible,True
26,mosdac_AMPHAN_2020_0026_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0026_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 03:00:00 UTC,11.09,86.02,200.1,Extremely Severe Cyclonic Storm,eye_visible,True
27,mosdac_AMPHAN_2020_0027_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0027_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 06:00:00 UTC,11.16,86.01,199.8,Extremely Severe Cyclonic Storm,eye_visible,True
28,mosdac_AMPHAN_2020_0028_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0028_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 09:00:00 UTC,11.21,86.01,206.6,Extremely Severe Cyclonic Storm,eye_visible,True
29,mosdac_AMPHAN_2020_0029_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0029_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 12:00:00 UTC,11.25,86.01,211.4,Extremely Severe Cyclonic Storm,eye_visible,True
30,mosdac_AMPHAN_2020_0030_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0030_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-12 15:00:00 UTC,11.29,86.0,211.1,Extremely Severe Cyclonic Storm,eye_visible,True
31,mosdac_AMPHAN_2020_0031_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0031_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 18:00:00 UTC,11.34,86.02,219.5,Extremely Severe Cyclonic Storm,eye_visible,True
32,mosdac_AMPHAN_2020_0032_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0032_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 21:00:00 UTC,11.44,86.07,219.9,Extremely Severe Cyclonic Storm,eye_visible,True
33,mosdac_AMPHAN_2020_0033_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0033_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 00:00:00 UTC,11.51,86.1,222.7,Super Cyclonic Storm,eye_visible,True
34,mosdac_AMPHAN_2020_0034_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0034_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 03:00:00 UTC,11.55,86.1,233.3,Super Cyclonic Storm,eye_visible,True
35,mosdac_AMPHAN_2020_0035_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0035_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 06:00:00 UTC,11.63,86.1,236.8,Super Cyclonic Storm,eye_visible,True
36,mosdac_AMPHAN_2020_0036_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0036_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 09:00:00 UTC,11.77,86.11,238.8,Super Cyclonic Storm,eye_visible,True
37,mosdac_AMPHAN_2020_0037_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0037_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 12:00:00 UTC,11.96,86.15,237.8,Super Cyclonic Storm,eye_visible,True
38,mosdac_AMPHAN_2020_0038_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0038_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 15:00:00 UTC,12.26,86.25,239.0,Super Cyclonic Storm,eye_visible,True
39,mosdac_AMPHAN_2020_0039_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0039_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 18:00:00 UTC,12.44,86.32,246.3,Super Cyclonic Storm,eye_visible,True
40,mosdac_AMPHAN_2020_0040_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0040_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-13 21:00:00 UTC,12.43,86.33,246.8,Super Cyclonic Storm,eye_visible,True
41,mosdac_AMPHAN_2020_0041_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0041_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 00:00:00 UTC,12.51,86.35,246.5,Super Cyclonic Storm,eye_visible,True
42,mosdac_AMPHAN_2020_0042_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0042_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 03:00:00 UTC,12.7,86.41,251.6,Super Cyclonic Storm,eye_visible,True
43,mosdac_AMPHAN_2020_0043_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0043_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 06:00:00 UTC,12.88,86.43,249.7,Super Cyclonic Storm,eye_visible,True
44,mosdac_AMPHAN_2020_0044_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0044_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 09:00:00 UTC,13.02,86.39,258.3,Super Cyclonic Storm,eye_visible,True
45,mosdac_AMPHAN_2020_0045_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0045_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 12:00:00 UTC,13.13,86.32,254.5,Super Cyclonic Storm,eye_visible,True
46,mosdac_AMPHAN_2020_0046_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0046_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 15:00:00 UTC,13.17,86.23,258.9,Super Cyclonic Storm,eye_visible,True
47,mosdac_AMPHAN_2020_0047_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0047_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 18:00:00 UTC,13.22,86.19,257.1,Super Cyclonic Storm,eye_visible,True
48,mosdac_AMPHAN_2020_0048_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0048_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 21:00:00 UTC,13.27,86.2,259.4,Super Cyclonic Storm,eye_visible,True
49,mosdac_AMPHAN_2020_0049_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0049_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 00:00:00 UTC,13.37,86.21,260.1,Super Cyclonic Storm,eye_visible,True
50,mosdac_AMPHAN_2020_0050_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0050_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-14 03:00:00 UTC,13.53,86.22,257.4,Super Cyclonic Storm,eye_visible,True
51,mosdac_AMPHAN_2020_0051_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0051_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 06:00:00 UTC,13.71,86.28,263.7,Super Cyclonic Storm,eye_visible,True
52,mosdac_AMPHAN_2020_0052_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0052_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 09:00:00 UTC,13.91,86.39,261.9,Super Cyclonic Storm,eye_visible,True
53,mosdac_AMPHAN_2020_0053_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0053_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 12:00:00 UTC,14.12,86.47,262.8,Super Cyclonic Storm,eye_visible,True
54,mosdac_AMPHAN_2020_0054_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0054_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 15:00:00 UTC,14.32,86.53,261.7,Super Cyclonic Storm,eye_visible,True
55,mosdac_AMPHAN_2020_0055_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0055_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 18:00:00 UTC,14.53,86.59,258.4,Super Cyclonic Storm,eye_visible,True
56,mosdac_AMPHAN_2020_0056_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0056_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 21:00:00 UTC,14.74,86.65,259.8,Super Cyclonic Storm,eye_visible,True
57,mosdac_AMPHAN_2020_0057_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0057_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 00:00:00 UTC,14.92,86.71,251.8,Super Cyclonic Storm,eye_visible,True
58,mosdac_AMPHAN_2020_0058_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0058_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 03:00:00 UTC,15.08,86.76,251.0,Super Cyclonic Storm,eye_visible,True
59,mosdac_AMPHAN_2020_0059_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0059_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 06:00:00 UTC,15.27,86.82,248.0,Super Cyclonic Storm,eye_visible,True
60,mosdac_AMPHAN_2020_0060_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0060_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-15 09:00:00 UTC,15.48,86.87,248.2,Super Cyclonic Storm,eye_visible,True
61,mosdac_AMPHAN_2020_0061_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0061_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 12:00:00 UTC,15.69,86.93,246.4,Super Cyclonic Storm,eye_visible,True
62,mosdac_AMPHAN_2020_0062_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0062_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 15:00:00 UTC,15.91,86.98,243.0,Super Cyclonic Storm,eye_visible,True
63,mosdac_AMPHAN_2020_0063_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0063_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 18:00:00 UTC,16.15,87.03,244.8,Super Cyclonic Storm,eye_visible,True
64,mosdac_AMPHAN_2020_0064_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0064_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 21:00:00 UTC,16.41,87.08,238.2,Super Cyclonic Storm,eye_visible,True
65,mosdac_AMPHAN_2020_0065_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0065_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 00:00:00 UTC,16.64,87.1,234.6,Super Cyclonic Storm,eye_visible,True
66,mosdac_AMPHAN_2020_0066_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0066_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 03:00:00 UTC,16.85,87.1,233.4,Super Cyclonic Storm,eye_visible,True
67,mosdac_AMPHAN_2020_0067_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0067_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 06:00:00 UTC,17.06,87.13,226.9,Super Cyclonic Storm,eye_visible,True
68,mosdac_AMPHAN_2020_0068_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0068_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 09:00:00 UTC,17.28,87.18,228.6,Super Cyclonic Storm,eye_visible,True
69,mosdac_AMPHAN_2020_0069_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0069_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 12:00:00 UTC,17.56,87.19,219.1,Extremely Severe Cyclonic Storm,eye_visible,True
70,mosdac_AMPHAN_2020_0070_Super_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0070_Super_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-16 15:00:00 UTC,17.87,87.18,222.6,Super Cyclonic Storm,eye_visible,True
71,mosdac_AMPHAN_2020_0071_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0071_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 18:00:00 UTC,18.11,87.21,216.9,Extremely Severe Cyclonic Storm,eye_visible,True
72,mosdac_AMPHAN_2020_0072_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0072_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 21:00:00 UTC,18.32,87.25,208.3,Extremely Severe Cyclonic Storm,eye_visible,True
73,mosdac_AMPHAN_2020_0073_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0073_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 00:00:00 UTC,18.52,87.3,202.5,Extremely Severe Cyclonic Storm,eye_visible,True
74,mosdac_AMPHAN_2020_0074_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0074_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 03:00:00 UTC,18.73,87.34,204.7,Extremely Severe Cyclonic Storm,eye_visible,True
75,mosdac_AMPHAN_2020_0075_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0075_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 06:00:00 UTC,18.98,87.42,199.5,Extremely Severe Cyclonic Storm,eye_visible,True
76,mosdac_AMPHAN_2020_0076_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0076_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 09:00:00 UTC,19.23,87.51,195.3,Extremely Severe Cyclonic Storm,eye_visible,True
77,mosdac_AMPHAN_2020_0077_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0077_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 12:00:00 UTC,19.53,87.6,191.1,Extremely Severe Cyclonic Storm,eye_visible,True
78,mosdac_AMPHAN_2020_0078_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0078_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 15:00:00 UTC,19.83,87.69,181.0,Extremely Severe Cyclonic Storm,eye_visible,True
79,mosdac_AMPHAN_2020_0079_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0079_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 18:00:00 UTC,20.22,87.82,178.7,Extremely Severe Cyclonic Storm,eye_visible,True
80,mosdac_AMPHAN_2020_0080_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0080_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-17 21:00:00 UTC,20.62,87.97,172.1,Extremely Severe Cyclonic Storm,eye_visible,True
81,mosdac_AMPHAN_2020_0081_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0081_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-18 00:00:00 UTC,21.02,88.03,173.5,Extremely Severe Cyclonic Storm,eye_visible,True
82,mosdac_AMPHAN_2020_0082_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0082_Extremely_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-18 03:00:00 UTC,21.42,88.07,167.0,Extremely Severe Cyclonic Storm,eye_visible,True
83,mosdac_AMPHAN_2020_0083_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_AMPHAN_2020_0083_Very_Severe_Cyclonic_Storm.png,AMPHAN,2020,AMPHAN_2020,train,2020-05-18 06:00:00 UTC,21.78,88.19,160.1,Very Severe Cyclonic Storm,eye_visible,True
